authority,authority_type,authority_type_zh,authority_type_en,matched_keyword,occurrence_count
中共山西省委网络安全和信息化领导小组办公室,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",信息化,1
山西省通信管理局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",通信管理,1
中共山西省委机构编制委员会,party_government_general,党政综合与战略协调,Party-government general,中共,1
中共山西省委组织部,party_government_general,党政综合与战略协调,Party-government general,中共,1
山西省法学会,other_unclear,其他或无法判定,Other or unclear,,1
淄博市城市管理局,other_unclear,其他或无法判定,Other or unclear,,1
东营市体育局,sectoral_public_services,行业应用与公共服务,Sectoral public services,体育,1
中共东营市委,party_government_general,党政综合与战略协调,Party-government general,中共,1
中共淄博市委,party_government_general,党政综合与战略协调,Party-government general,中共,1
淄博市科学技术协会,public_science_culture,宣传文化与公众科学,Public science and culture,科学技术协会,1
中共青岛市委全面依法治市委员会办公室,party_government_general,党政综合与战略协调,Party-government general,中共,1
青岛市统计局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,统计,1
威海市人大(含常委会),law_regulation_security,法规司法与监管安全,"Law, regulation and security",人大,1
中国银行保险监督管理委员会山东监管局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,银行保险监督,1
山东省互联网信息办公室,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",网信,1
山东省医疗保障局,other_unclear,其他或无法判定,Other or unclear,,1
山东省卫生厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,卫生,1
山东省交通运输厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,交通,1
山东省地方金融监督管理局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,金融,1
山东省人事厅,other_unclear,其他或无法判定,Other or unclear,,1
山东省文化厅,public_science_culture,宣传文化与公众科学,Public science and culture,文化,1
山东省文化和旅游厅,public_science_culture,宣传文化与公众科学,Public science and culture,文化,1
山东省海洋与渔业厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,海洋,1
中共山东省委组织部,party_government_general,党政综合与战略协调,Party-government general,中共,1
中国人民银行山东省分行,macro_finance,宏观规划与财政资源配置,Macro planning and finance,人民银行,1
中国证券监督管理委员会山东监管局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,证券监督,1
国家金融监督管理总局山东监管局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,金融,1
山东省海洋局,sectoral_public_services,行业应用与公共服务,Sectoral public services,海洋,1
山东省能源局,sectoral_public_services,行业应用与公共服务,Sectoral public services,能源,1
山东省粮食和物资储备局,sectoral_public_services,行业应用与公共服务,Sectoral public services,粮食,1
德州市人力资源和社会保障局,education_talent,教育与人才培养,Education and talent,人力资源,1
德州市发展和改革委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,发展和改革,1
德州市卫生健康委员会,sectoral_public_services,行业应用与公共服务,Sectoral public services,卫生健康,1
德州市应急管理局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",应急,1
德州市教育和体育局,education_talent,教育与人才培养,Education and talent,教育,1
德州市文化和旅游局,public_science_culture,宣传文化与公众科学,Public science and culture,文化,1
数字青岛建设领导小组,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",数字,1
泰安市大数据局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",大数据,1
济南市发展和改革委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,发展和改革,1
济南市人大(含常委会),law_regulation_security,法规司法与监管安全,"Law, regulation and security",人大,1
淄博市大数据局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",大数据,1
淄博市市场监督管理局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",市场监督,1
淄博市水利与渔业局,sectoral_public_services,行业应用与公共服务,Sectoral public services,水利,1
潍坊市卫生健康委员会,sectoral_public_services,行业应用与公共服务,Sectoral public services,卫生健康,1
潍坊市科学技术局,science_technology,科技创新与科研管理,Science and technology,科学技术,1
潍坊市财政局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,1
烟台市大数据局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",大数据,1
烟台市教育局,education_talent,教育与人才培养,Education and talent,教育,1
青岛市市场监督管理局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",市场监督,1
中共青岛市委机构编制委员会办公室,party_government_general,党政综合与战略协调,Party-government general,中共,1
青岛市智慧城市建设领导小组,other_unclear,其他或无法判定,Other or unclear,,1
青岛市科技局,science_technology,科技创新与科研管理,Science and technology,科技,1
青岛市经济和信息化委员会,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",经济和信息化,1
青岛市商务局,sectoral_public_services,行业应用与公共服务,Sectoral public services,商务,1
青岛市应急管理局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",应急,1
青岛市行政审批服务局,other_unclear,其他或无法判定,Other or unclear,,1
国家税务总局尖扎县税务局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,税务,1
果洛藏族自治州人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
民和回族土族自治县人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
西宁市科学技术局,science_technology,科技创新与科研管理,Science and technology,科学技术,1
青海省农业农村厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,农业,1
青海省档案局,other_unclear,其他或无法判定,Other or unclear,,1
中共青海省委网络安全和信息化委员会办公室,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",信息化,1
青海省通信管理局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",通信管理,1
青海省体育局,sectoral_public_services,行业应用与公共服务,Sectoral public services,体育,1
青海省卫生健康委员会,sectoral_public_services,行业应用与公共服务,Sectoral public services,卫生健康,1
青海省商务厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,商务,1
青海省教育厅,education_talent,教育与人才培养,Education and talent,教育,1
青海省文化和旅游厅,public_science_culture,宣传文化与公众科学,Public science and culture,文化,1
青海省民政厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
中共青海省委员会,party_government_general,党政综合与战略协调,Party-government general,中共,1
青海省经济和信息化委员会,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",经济和信息化,1
中卫市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
宁夏回族自治区住房和城乡建设厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,住房,1
宁夏回族自治区信息化建设办公室,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",信息化,1
宁夏回族自治区旅游局,public_science_culture,宣传文化与公众科学,Public science and culture,旅游,1
宁夏回族自治区农业农村厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,农业,1
宁夏回族自治区水利厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,水利,1
宁夏回族自治区生态环境厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,生态环境,1
宁夏回族自治区自然资源厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,自然资源,1
宁夏回族自治区粮食局,sectoral_public_services,行业应用与公共服务,Sectoral public services,粮食,1
灵武市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
乌海市教育局,education_talent,教育与人才培养,Education and talent,教育,1
乌海市教育工委,education_talent,教育与人才培养,Education and talent,教育,1
兴安县人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
内蒙古自治区体育局,sectoral_public_services,行业应用与公共服务,Sectoral public services,体育,1
内蒙古自治区党委农牧办,party_government_general,党政综合与战略协调,Party-government general,党委,1
内蒙古自治区食品药品监督管理局,sectoral_public_services,行业应用与公共服务,Sectoral public services,药品,1
内蒙古自治区司法厅,law_regulation_security,法规司法与监管安全,"Law, regulation and security",司法,1
内蒙古自治区商务厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,商务,1
内蒙古自治区政务公开工作领导小组,other_unclear,其他或无法判定,Other or unclear,,1
内蒙古自治区住房和城乡建设厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,住房,1
内蒙古自治区工商行政管理局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",工商行政,1
内蒙古自治区水利厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,水利,1
内蒙古自治区财政厅,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,1
内蒙古自治区经济和信息化委员会,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",经济和信息化,1
内蒙古自治区退役军人事务厅,other_unclear,其他或无法判定,Other or unclear,,1
内蒙古自治区质量技术监督局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",质量技术监督,1
包头市经济和信息化委员会,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",经济和信息化,1
赤峰市人大(含常委会),law_regulation_security,法规司法与监管安全,"Law, regulation and security",人大,1
中共丹东市委,party_government_general,党政综合与战略协调,Party-government general,中共,1
中共大连市委机构编制委员会办公室,party_government_general,党政综合与战略协调,Party-government general,中共,1
大连市人力资源和社会保障局,education_talent,教育与人才培养,Education and talent,人力资源,1
大连市住房和城乡建设局,sectoral_public_services,行业应用与公共服务,Sectoral public services,住房,1
大连市自然资源局,sectoral_public_services,行业应用与公共服务,Sectoral public services,自然资源,1
宽甸满族自治县人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
沈阳市人力资源和社会保障局,education_talent,教育与人才培养,Education and talent,人力资源,1
中共沈阳市委宣传部,public_science_culture,宣传文化与公众科学,Public science and culture,宣传,1
沈阳市科学技术协会,public_science_culture,宣传文化与公众科学,Public science and culture,科学技术协会,1
沈阳市人大(含常委会),law_regulation_security,法规司法与监管安全,"Law, regulation and security",人大,1
辽宁省交通运输厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,交通,1
辽宁省工业和信息化厅(原辽宁省工业和信息化委员会),digital_industry_data,工业信息化与数据治理,"Digital, industry and data",工业和信息化,1
中共辽宁省委机构编制委员会,party_government_general,党政综合与战略协调,Party-government general,中共,1
国家税务总局辽宁省税务局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,税务,1
辽宁省住房和城乡建设厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,住房,1
辽宁省医疗保障局,other_unclear,其他或无法判定,Other or unclear,,1
辽宁省新型冠状病毒感染的肺炎疫情防控指挥部,other_unclear,其他或无法判定,Other or unclear,,1
辽宁省水利厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,水利,1
辽宁省知识产权局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",知识产权,1
中国科学院沈阳分院,science_technology,科技创新与科研管理,Science and technology,科学院,1
鞍山市技术创新与研发服务中心,other_unclear,其他或无法判定,Other or unclear,,1
鞍山市教师进修学院,education_talent,教育与人才培养,Education and talent,学院,1
鞍山市统计局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,统计,1
鞍山高新技术产业开发区管理委员会,science_technology,科技创新与科研管理,Science and technology,高新技术产业开发区,1
中国人民银行江西省分行,macro_finance,宏观规划与财政资源配置,Macro planning and finance,人民银行,1
江西省地方金融管理局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,金融,1
江西省委网信办,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",网信,1
江西省工业和信息化厅,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",工业和信息化,1
江西省政务服务管理办公室,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",政务服务,1
江西省数据局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",数据,1
江西省文化和旅游厅,public_science_culture,宣传文化与公众科学,Public science and culture,文化,1
江西省气象局,sectoral_public_services,行业应用与公共服务,Sectoral public services,气象,1
江西省市场监督管理局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",市场监督,1
国家税务总局江西省税务局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,税务,1
江西省住房和城乡建设厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,住房,1
江西省公安厅,law_regulation_security,法规司法与监管安全,"Law, regulation and security",公安,1
江西省林业局,sectoral_public_services,行业应用与公共服务,Sectoral public services,林业,1
苏州市中级人民法院,law_regulation_security,法规司法与监管安全,"Law, regulation and security",法院,1
东海县人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
南京市卫生健康委员会,sectoral_public_services,行业应用与公共服务,Sectoral public services,卫生健康,1
中共南通市委组织部,party_government_general,党政综合与战略协调,Party-government general,中共,1
中共常州市委宣传部,public_science_culture,宣传文化与公众科学,Public science and culture,宣传,1
常州市文化广电和旅游局,public_science_culture,宣传文化与公众科学,Public science and culture,文化,1
常州市文明办,public_science_culture,宣传文化与公众科学,Public science and culture,文明办,1
中共徐州市委,party_government_general,党政综合与战略协调,Party-government general,中共,1
无锡市农业农村局,sectoral_public_services,行业应用与公共服务,Sectoral public services,农业,1
中国科学院南京分院,science_technology,科技创新与科研管理,Science and technology,科学院,1
江苏省国防科学技术工业办公室,science_technology,科技创新与科研管理,Science and technology,科学技术,1
盐城市科学技术局,science_technology,科技创新与科研管理,Science and technology,科学技术,1
丰县人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
仪征市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
南京市律师协会,other_unclear,其他或无法判定,Other or unclear,,1
南京经济技术开发区管理委员会,party_government_general,党政综合与战略协调,Party-government general,开发区管理委员会,1
南通市人力资源和社会保障局,education_talent,教育与人才培养,Education and talent,人力资源,1
南通市财政局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,1
南通市统计局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,统计,1
启东市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
宿迁市退役军人事务局,other_unclear,其他或无法判定,Other or unclear,,1
镇江市发展和改革委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,发展和改革,1
南通市司法局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",司法,1
镇江市数据局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",数据,1
中共常州市委人才工作领导小组办公室,education_talent,教育与人才培养,Education and talent,人才,1
常州市创新委员会办公室,other_unclear,其他或无法判定,Other or unclear,,1
常州市卫生健康委员会,sectoral_public_services,行业应用与公共服务,Sectoral public services,卫生健康,1
常州市新北区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
常州市人大(含常委会),law_regulation_security,法规司法与监管安全,"Law, regulation and security",人大,1
常州市钟楼区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
徐州市工业和信息化局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",工业和信息化,1
扬州市农业农村局,sectoral_public_services,行业应用与公共服务,Sectoral public services,农业,1
扬州市数据局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",数据,1
扬州市邗江区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
无锡市人大(含常委会),law_regulation_security,法规司法与监管安全,"Law, regulation and security",人大,1
无锡市劳动和社会保障局,other_unclear,其他或无法判定,Other or unclear,,1
无锡市卫生健康委员会,sectoral_public_services,行业应用与公共服务,Sectoral public services,卫生健康,1
无锡市梁溪区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
无锡市锡山区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
江苏省文化和旅游厅,public_science_culture,宣传文化与公众科学,Public science and culture,文化,1
江苏省司法厅,law_regulation_security,法规司法与监管安全,"Law, regulation and security",司法,1
江苏省国土资源厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,国土资源,1
江苏省地方金融监督管理局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,金融,1
江苏省通信管理局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",通信管理,1
国家税务总局江苏省税务局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,税务,1
江苏省政府推进政府职能转变和“放管服”改革协调小组,other_unclear,其他或无法判定,Other or unclear,,1
江苏省政府教育督导委员会,education_talent,教育与人才培养,Education and talent,教育,1
江苏省语言文字工作委员会,education_talent,教育与人才培养,Education and talent,语言文字,1
中共江苏省委政法委员会,party_government_general,党政综合与战略协调,Party-government general,中共,1
江苏省高技能人才工作办公室,education_talent,教育与人才培养,Education and talent,人才,1
沛县人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
泰州市姜堰区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
泰州市海陵区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
南通市海门区人民政府（原海门市人民政府）,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
溧阳市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
灌云县人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
睢宁县人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
苏州市发展和改革委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,发展和改革,1
苏州市工业和信息化局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",工业和信息化,1
苏州市人大(含常委会),law_regulation_security,法规司法与监管安全,"Law, regulation and security",人大,1
苏州市财政局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,1
连云港市交通运输局,sectoral_public_services,行业应用与公共服务,Sectoral public services,交通,1
连云港市商务局,sectoral_public_services,行业应用与公共服务,Sectoral public services,商务,1
连云港市总工会,public_science_culture,宣传文化与公众科学,Public science and culture,总工会,1
连云港市文化广电和旅游局,public_science_culture,宣传文化与公众科学,Public science and culture,文化,1
连云港市教育局,education_talent,教育与人才培养,Education and talent,教育,1
连云港市经济和信息化委员会,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",经济和信息化,1
连云港市赣榆区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
邳州市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
镇江市润州区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
镇江新区管理委员会办公室,other_unclear,其他或无法判定,Other or unclear,,1
阜宁县人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
前郭尔罗斯蒙古族自治县人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
吉林市人力资源和社会保障局,education_talent,教育与人才培养,Education and talent,人力资源,1
中国人民银行长春中心支行,macro_finance,宏观规划与财政资源配置,Macro planning and finance,人民银行,1
吉林省医疗保障局,other_unclear,其他或无法判定,Other or unclear,,1
吉林省商务厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,商务,1
吉林省市场监督管理厅,law_regulation_security,法规司法与监管安全,"Law, regulation and security",市场监督,1
吉林省税务局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,税务,1
吉林省国防动员办公室,other_unclear,其他或无法判定,Other or unclear,,1
吉林省能源局,sectoral_public_services,行业应用与公共服务,Sectoral public services,能源,1
吉林省通信管理局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",通信管理,1
共青团吉林省委员会,party_government_general,党政综合与战略协调,Party-government general,省委,1
吉林省人民政府国有资产监督管理委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,国有资产,1
吉林省作家协会,other_unclear,其他或无法判定,Other or unclear,,1
吉林省妇女联合会,public_science_culture,宣传文化与公众科学,Public science and culture,妇女联合会,1
吉林省工商业联合会,other_unclear,其他或无法判定,Other or unclear,,1
吉林省总工会,public_science_culture,宣传文化与公众科学,Public science and culture,总工会,1
吉林省药品监督管理局,sectoral_public_services,行业应用与公共服务,Sectoral public services,药品,1
长春市民政局,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
长白朝鲜族自治县人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
中共常德市委,party_government_general,党政综合与战略协调,Party-government general,中共,1
中共湘潭市委,party_government_general,党政综合与战略协调,Party-government general,中共,1
张家界市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
中共湖南省委金融委员会办公室,macro_finance,宏观规划与财政资源配置,Macro planning and finance,金融,1
中国人民银行湖南省分行,macro_finance,宏观规划与财政资源配置,Macro planning and finance,人民银行,1
国家金融监督管理总局湖南监管局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,金融,1
湖南省教育体制改革领导小组,education_talent,教育与人才培养,Education and talent,教育,1
湖南省教育委员会,education_talent,教育与人才培养,Education and talent,教育,1
共青团湖南省委员会,party_government_general,党政综合与战略协调,Party-government general,省委,1
湖南省体育局,sectoral_public_services,行业应用与公共服务,Sectoral public services,体育,1
湖南省大中专学校学生信息咨询与就业指导中心,education_talent,教育与人才培养,Education and talent,学校,1
湖南省互联网信息办公室,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",网信,1
湖南省市场监督管理局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",市场监督,1
湖南省通信管理局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",通信管理,1
中共湖南省委网络安全和信息化领导小组办公室,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",信息化,1
湖南省人民政府国有资产监督管理委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,国有资产,1
湖南省文化厅,public_science_culture,宣传文化与公众科学,Public science and culture,文化,1
湖南省农业科学院,science_technology,科技创新与科研管理,Science and technology,科学院,1
长沙市发展和改革委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,发展和改革,1
长沙市财政局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,1
湖北省安全生产监督管理局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",安全,1
咸宁市教育局,education_talent,教育与人才培养,Education and talent,教育,1
天门市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
恩施市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
武汉市公安局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",公安,1
中共武汉市委教育工作委员会,education_talent,教育与人才培养,Education and talent,教育,1
武汉市推进新型工业化领导小组,other_unclear,其他或无法判定,Other or unclear,,1
湖北省乡村振兴局,sectoral_public_services,行业应用与公共服务,Sectoral public services,乡村振兴,1
湖北省交通运输厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,交通,1
湖北省其他机构,other_unclear,其他或无法判定,Other or unclear,,1
湖北省商务厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,商务,1
湖北省科技创新办公室,science_technology,科技创新与科研管理,Science and technology,科技,1
襄阳高新区管委会,other_unclear,其他或无法判定,Other or unclear,,1
鄂州市人大(含常委会),law_regulation_security,法规司法与监管安全,"Law, regulation and security",人大,1
中共鸡西市委办公室,party_government_general,党政综合与战略协调,Party-government general,中共,1
双鸭山市人力资源和社会保障局,education_talent,教育与人才培养,Education and talent,人力资源,1
双鸭山市住房和城乡建设局,sectoral_public_services,行业应用与公共服务,Sectoral public services,住房,1
双鸭山市发展和改革委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,发展和改革,1
双鸭山市财政局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,1
哈尔滨市数字政府建设领导小组办公室,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",数字,1
哈尔滨市金融服务局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,金融,1
黑龙江省广播电视局,public_science_culture,宣传文化与公众科学,Public science and culture,广播电视,1
国家税务总局黑龙江省税务局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,税务,1
黑龙江省乡村振兴局,sectoral_public_services,行业应用与公共服务,Sectoral public services,乡村振兴,1
黑龙江省文化厅,public_science_culture,宣传文化与公众科学,Public science and culture,文化,1
中共黑龙江省委政法委员会,party_government_general,党政综合与战略协调,Party-government general,中共,1
中共黑龙江省委网络安全和信息化委员会办公室,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",信息化,1
黑龙江省公安厅,law_regulation_security,法规司法与监管安全,"Law, regulation and security",公安,1
黑龙江省营商环境建设监督局,other_unclear,其他或无法判定,Other or unclear,,1
中国证券监督管理委员会黑龙江监管局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,证券监督,1
中共河南省委网络安全和信息化领导小组办公室,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",信息化,1
河南省国家税务局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,税务,1
河南省工商行政管理局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",工商行政,1
河南省税务局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,税务,1
河南省统计局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,统计,1
河南省质量技术监督局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",质量技术监督,1
中共郑州市委员会,party_government_general,党政综合与战略协调,Party-government general,中共,1
国家能源局河南监管办,sectoral_public_services,行业应用与公共服务,Sectoral public services,能源,1
安阳市发展和改革委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,发展和改革,1
平顶山市发展和改革委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,发展和改革,1
中共河南省委金融工作委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,金融,1
中国人民银行河南省分行,macro_finance,宏观规划与财政资源配置,Macro planning and finance,人民银行,1
国家金融监督管理总局河南监管局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,金融,1
河南省卫生健康委员会,sectoral_public_services,行业应用与公共服务,Sectoral public services,卫生健康,1
河南省应急管理厅,law_regulation_security,法规司法与监管安全,"Law, regulation and security",应急,1
河南省文化和旅游厅,public_science_culture,宣传文化与公众科学,Public science and culture,文化,1
河南省文物局,public_science_culture,宣传文化与公众科学,Public science and culture,文物,1
河南省气象局,sectoral_public_services,行业应用与公共服务,Sectoral public services,气象,1
河南省行政审批和政务信息管理局,other_unclear,其他或无法判定,Other or unclear,,1
河南省教育体制改革领导小组,education_talent,教育与人才培养,Education and talent,教育,1
河南省大数据管理局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",大数据,1
河南省通信管理局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",通信管理,1
河南省中医管理局,other_unclear,其他或无法判定,Other or unclear,,1
河南省教育厅新型冠状病毒感染的肺炎疫情防控工作领导小组,education_talent,教育与人才培养,Education and talent,教育,1
中共河南省委机构编制委员会,party_government_general,党政综合与战略协调,Party-government general,中共,1
国家税务总局河南省税务局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,税务,1
河南省知识产权局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",知识产权,1
漯河市科学技术局,science_technology,科技创新与科研管理,Science and technology,科学技术,1
郑州市大数据管理局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",大数据,1
郑州市民政局,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
郑州市经济技术开发区管理委员会,party_government_general,党政综合与战略协调,Party-government general,开发区管理委员会,1
郑州市职业技术教育教研室,education_talent,教育与人才培养,Education and talent,教育,1
唐山市农业农村局,sectoral_public_services,行业应用与公共服务,Sectoral public services,农业,1
唐山市卫生健康委员会,sectoral_public_services,行业应用与公共服务,Sectoral public services,卫生健康,1
唐山市应急管理局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",应急,1
唐山市水利局,sectoral_public_services,行业应用与公共服务,Sectoral public services,水利,1
唐山市生态环境局,sectoral_public_services,行业应用与公共服务,Sectoral public services,生态环境,1
唐山市自然资源和规划局,sectoral_public_services,行业应用与公共服务,Sectoral public services,自然资源,1
河北省文化和旅游厅,public_science_culture,宣传文化与公众科学,Public science and culture,文化,1
国家税务总局河北省税务局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,税务,1
河北省人民政府国有资产监督管理委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,国有资产,1
河北省卫生健康委员会,sectoral_public_services,行业应用与公共服务,Sectoral public services,卫生健康,1
河北省市场监督管理局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",市场监督,1
