authority,authority_type,authority_type_zh,authority_type_en,matched_keyword,occurrence_count
无锡市科学技术局,science_technology,科技创新与科研管理,Science and technology,科学技术,7
江苏省人大(含常委会),law_regulation_security,法规司法与监管安全,"Law, regulation and security",人大,7
江苏省卫生健康委员会,sectoral_public_services,行业应用与公共服务,Sectoral public services,卫生健康,7
盐城市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
吉林省人力资源和社会保障厅,education_talent,教育与人才培养,Education and talent,人力资源,7
吉林省科学技术协会,public_science_culture,宣传文化与公众科学,Public science and culture,科学技术协会,7
咸宁市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
湖北省发展和改革委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,发展和改革,7
牡丹江市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
河南省科学技术协会,public_science_culture,宣传文化与公众科学,Public science and culture,科学技术协会,7
唐山市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
邢台市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
黔南布依族苗族自治州人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
河池市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
中山市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
清远市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
深圳市工业和信息化局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",工业和信息化,7
肇庆市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
韶关市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
中共金昌市委,party_government_general,党政综合与战略协调,Party-government general,中共,7
武威市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
甘肃省财政厅,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,7
陇南市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
厦门市发展和改革委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,发展和改革,7
厦门市工业和信息化局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",工业和信息化,7
北京市中关村科技园区管理委员会,science_technology,科技创新与科研管理,Science and technology,科技,7
北京市石景山区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
淮南市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
淮北市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
